elements	DOWN_Willis2017	UP_Willis2017	Minderjahn2020	Sive2016	Steidl2017	DeKoter2011	TIS_UP	TIS_DOWN	TIS_shPU1_DOWN	TIS_shPU1_UP	UT_shPU1_DOWN	UT_shPU1_UP
SFI1	1	0	0	0	0	0	0	0	0	0	0	0
JADE2	1	0	0	0	0	0	0	0	0	0	0	0
FAM175B	1	0	0	0	0	0	0	0	0	0	0	0
ZDHHC13	1	0	0	0	0	0	0	0	0	0	0	0
ZFP946	1	0	0	0	0	0	0	0	0	0	0	0
RNF24	1	0	0	0	0	0	0	0	0	0	0	0
ALG8	1	0	0	0	0	0	0	0	0	0	0	0
MYZAP	1	0	0	0	0	0	0	0	0	0	0	0
ADAM17	1	0	0	0	0	0	0	0	0	0	0	0
TRIM34A	1	0	0	0	0	0	0	0	0	0	0	0
SEMA4A	1	0	0	0	0	0	0	0	0	0	0	0
PIP5K1B	1	0	0	0	0	0	0	0	0	0	0	0
SIAE	1	0	0	0	0	0	0	0	0	0	0	0
TESK2	1	0	0	0	0	0	0	0	0	0	0	0
PFKFB4	1	0	0	0	0	0	0	0	0	0	0	0
SCMH1	1	0	0	0	0	0	0	0	0	0	0	0
5830432E09RIK	1	0	0	0	0	0	0	0	0	0	0	0
GNA12	1	0	0	0	0	0	0	0	0	0	0	0
SLC17A5	1	0	0	0	0	0	0	0	0	0	0	0
XYLT1	1	0	0	0	0	0	0	0	0	0	0	0
BRWD1	1	0	0	0	0	0	0	0	0	0	0	0
AS3MT	1	0	0	0	0	0	0	0	0	0	0	0
ADGRE1	1	0	0	0	0	0	0	0	0	0	0	0
ABCG3	1	0	0	0	0	0	0	0	0	0	0	0
ETOHI1	1	0	0	0	0	0	0	0	0	0	0	0
ROGDI	1	0	0	0	0	0	0	0	0	0	0	0
PLCB2	1	0	0	0	0	0	0	0	0	0	0	0
RFX5	1	0	0	0	0	0	0	0	0	0	0	0
HOMER3	1	0	0	0	0	0	0	0	0	0	0	0
MAR-01	1	0	0	0	0	0	0	0	0	0	0	0
SFXN2	1	0	0	0	0	0	0	0	0	0	0	0
FAM129A	1	0	0	0	0	0	0	0	0	0	0	0
SEPT6	1	0	0	0	0	0	0	0	0	0	0	0
CYFIP1	1	0	0	0	0	0	0	0	0	0	0	0
PIAS3	1	0	0	0	0	0	0	0	0	0	0	0
ABCA1	1	0	0	0	0	0	0	0	0	0	0	0
PPAP2A	1	0	0	0	0	0	0	0	0	0	0	0
TRIM30D	1	0	0	0	0	0	0	0	0	0	0	0
SLFN8	1	0	0	0	0	0	0	0	0	0	0	0
SRPK3	1	0	0	0	0	0	0	0	0	0	0	0
HYI	1	0	0	0	0	0	0	0	0	0	0	0
GBP9	1	0	0	0	0	0	0	0	0	0	0	0
HDAC9	1	0	0	0	0	0	0	0	0	0	0	0
CPNE2	1	0	0	0	0	0	0	0	0	0	0	0
VILL	1	0	0	0	0	0	0	0	0	0	0	0
MPC1	1	0	0	0	0	0	0	0	0	0	0	0
STAP1	1	0	0	0	0	0	0	0	0	0	0	0
DYNLT1A	1	0	0	0	0	0	0	0	0	0	0	0
CORO1B	1	0	0	0	0	0	0	0	0	0	0	0
AGO4	1	0	0	0	0	0	0	0	0	0	0	0
ICOSL	1	0	0	0	0	0	0	0	0	0	0	0
LEPROT	1	0	0	0	0	0	0	0	0	0	0	0
TRIM12A	1	0	0	0	0	0	0	0	0	0	0	0
SLC9A7	1	0	0	0	0	0	0	0	0	0	0	0
INF2	1	0	0	0	0	0	0	0	0	0	0	0
LYST	1	0	0	0	0	0	0	0	0	0	0	0
CNRIP1	1	0	0	0	0	0	0	0	0	0	0	0
SH3KBP1	1	0	0	0	0	0	0	0	0	0	0	0
SDC4	1	0	0	0	0	0	0	0	0	0	0	0
TWF2	1	0	0	0	0	0	0	0	0	0	0	0
DENND4B	1	0	0	0	0	0	0	0	0	0	0	0
ALDH1B1	1	0	0	0	0	0	0	0	0	0	0	0
MYO5A	1	0	0	0	0	0	0	0	0	0	0	0
GNA15	1	0	0	0	0	0	0	0	0	0	0	0
TMEM55B	1	0	0	0	0	0	0	0	0	0	0	0
ADSSL1	1	0	0	0	0	0	0	0	0	0	0	0
VAV2	1	0	0	0	0	0	0	0	0	0	0	0
E230001N04RIK	1	0	0	0	0	0	0	0	0	0	0	0
RP2	1	0	0	0	0	0	0	0	0	0	0	0
LDOC1L	1	0	0	0	0	0	0	0	0	0	0	0
SPIN1	1	0	0	0	0	0	0	0	0	0	0	0
ZBTB8A	1	0	0	0	0	0	0	0	0	0	0	0
MAST1	1	0	0	0	0	0	0	0	0	0	0	0
5031439G07RIK	1	0	0	0	0	0	0	0	0	0	0	0
SLCO4A1	1	0	0	0	0	0	0	0	0	0	0	0
ACYP1	1	0	0	0	0	0	0	0	0	0	0	0
GM6637	1	0	0	0	0	0	0	0	0	0	0	0
CAMKMT	1	0	0	0	0	0	0	0	0	0	0	0
RARA	1	0	0	0	0	0	0	0	0	0	0	0
MARCKS	1	0	0	0	0	0	0	0	0	0	0	0
GM12663	1	0	0	0	0	0	0	0	0	0	0	0
SMURF1	1	0	0	0	0	0	0	0	0	0	0	0
TRIM21	1	0	0	0	0	0	0	0	0	0	0	0
SBF2	1	0	0	0	0	0	0	0	0	0	0	0
4933404O12RIK	1	0	0	0	0	0	0	0	0	0	0	0
PACSIN1	1	0	0	0	0	0	0	0	0	0	0	0
LIFR	1	0	0	0	0	0	0	0	0	0	0	0
GSTK1	1	0	0	0	0	0	0	0	0	0	0	0
ZFP956	1	0	0	0	0	0	0	0	0	0	0	0
IAH1	1	0	0	0	0	0	0	0	0	0	0	0
CALCRL	1	0	0	0	0	0	0	0	0	0	0	0
MAPK3	1	0	0	0	0	0	0	0	0	0	0	0
CRYZ	1	0	0	0	0	0	0	0	0	0	0	0
CTBS	1	0	0	0	0	0	0	0	0	0	0	0
SORD	1	0	0	0	0	0	0	0	0	0	0	0
LDLRAD3	1	0	0	0	0	0	0	0	0	0	0	0
ZEB2	1	0	0	0	0	0	0	0	0	0	0	0
NCKIPSD	1	0	0	0	0	0	0	0	0	0	0	0
STAT2	1	0	0	0	0	0	0	0	0	0	0	0
EDARADD	1	0	0	0	0	0	0	0	0	0	0	0
CR2	1	0	0	0	0	0	0	0	0	0	0	0
INTS4	1	0	0	0	0	0	0	0	0	0	0	0
ETV5	1	0	0	0	0	0	0	0	0	0	0	0
L3MBTL3	1	0	0	0	0	0	0	0	0	0	0	0
BLOC1S6	1	0	0	0	0	0	0	0	0	0	0	0
BCL11A	1	0	0	0	0	0	0	0	0	0	0	0
PDZD4	1	0	0	0	0	0	0	0	0	0	0	0
LRRC16A	1	0	0	0	0	0	0	0	0	0	0	0
RNF13	1	0	0	0	0	0	0	0	0	0	0	0
2610507I01RIK	1	0	0	0	0	0	0	0	0	0	0	0
LTA	1	0	0	0	0	0	0	0	0	0	0	0
ZXDB	1	0	0	0	0	0	0	0	0	0	0	0
SLC14A1	1	0	0	0	0	0	0	0	0	0	0	0
ZBTB49	1	0	0	0	0	0	0	0	0	0	0	0
ZMYM6	1	0	0	0	0	0	0	0	0	0	0	0
PXK	1	0	0	0	0	0	0	0	0	0	0	0
ABHD6	1	0	0	0	0	0	0	0	0	0	0	0
TIFA	1	0	0	0	0	0	0	0	0	0	0	0
GGA2	1	0	0	0	0	0	0	0	0	0	0	0
FTX	1	0	0	0	0	0	0	0	0	0	0	0
HCLS1	1	0	0	0	0	0	0	0	0	0	0	0
RAB39	1	0	0	0	0	0	0	0	0	0	0	0
KRTCAP2	0	1	0	0	0	0	0	0	0	0	0	0
LMAN1	0	1	0	0	0	0	0	0	0	0	0	0
TRIB3	0	1	0	0	0	0	0	0	0	0	0	0
GM6444	0	1	0	0	0	0	0	0	0	0	0	0
SOD2	0	1	0	0	0	0	0	0	0	0	0	0
XK	0	1	0	0	0	0	0	0	0	0	0	0
MAR-05	0	1	0	0	0	0	0	0	0	0	0	0
UFSP1	0	1	0	0	0	0	0	0	0	0	0	0
ATL2	0	1	0	0	0	0	0	0	0	0	0	0
CST7	0	1	0	0	0	0	0	0	0	0	0	0
NEIL1	0	1	0	0	0	0	0	0	0	0	0	0
LOC68395	0	1	0	0	0	0	0	0	0	0	0	0
RSPH3A	0	1	0	0	0	0	0	0	0	0	0	0
TRP53RKB	0	1	0	0	0	0	0	0	0	0	0	0
ALG2	0	1	0	0	0	0	0	0	0	0	0	0
DESI1	0	1	0	0	0	0	0	0	0	0	0	0
CRELD2	0	1	0	0	0	0	0	0	0	0	0	0
GM7589	0	1	0	0	0	0	0	0	0	0	0	0
GMPPA	0	1	0	0	0	0	0	0	0	0	0	0
TTLL4	0	1	0	0	0	0	0	0	0	0	0	0
1700048O20RIK	0	1	0	0	0	0	0	0	0	0	0	0
GCA	0	1	0	0	0	0	0	0	0	0	0	0
GPATCH2	0	1	0	0	0	0	0	0	0	0	0	0
MCOLN2	0	1	0	0	0	0	0	0	0	0	0	0
NEU1	0	1	0	0	0	0	0	0	0	0	0	0
GSTP1	0	1	0	0	0	0	0	0	0	0	0	0
RTN4RL1	0	1	0	0	0	0	0	0	0	0	0	0
CAMSAP1	0	1	0	0	0	0	0	0	0	0	0	0
FAM195A	0	1	0	0	0	0	0	0	0	0	0	0
MRPL57	0	1	0	0	0	0	0	0	0	0	0	0
HIST1H4I	0	1	0	0	0	0	0	0	0	0	0	0
TBX21	0	1	0	0	0	0	0	0	0	0	0	0
MANF	0	1	0	0	0	0	0	0	0	0	0	0
HRH2	0	1	0	0	0	0	0	0	0	0	0	0
TMEM238	0	1	0	0	0	0	0	0	0	0	0	0
ENTPD7	0	1	0	0	0	0	0	0	0	0	0	0
PAQR3	0	1	0	0	0	0	0	0	0	0	0	0
TIGD2	0	1	0	0	0	0	0	0	0	0	0	0
KLHL21	0	1	0	0	0	0	0	0	0	0	0	0
RPN1	0	1	0	0	0	0	0	0	0	0	0	0
PECR	0	1	0	0	0	0	0	0	0	0	0	0
SLC35B1	0	1	0	0	0	0	0	0	0	0	0	0
ERCC8	0	1	0	0	0	0	0	0	0	0	0	0
HRAS	0	1	0	0	0	0	0	0	0	0	0	0
MYC	0	1	0	0	0	0	0	0	0	0	0	0
PPAPDC1B	0	1	0	0	0	0	0	0	0	0	0	0
GPD1L	0	1	0	0	0	0	0	0	0	0	0	0
KLHDC2	0	1	0	0	0	0	0	0	0	0	0	0
SEC61A1	0	1	0	0	0	0	0	0	0	0	0	0
ACER3	0	1	0	0	0	0	0	0	0	0	0	0
GM7030	0	1	0	0	0	0	0	0	0	0	0	0
VPS26B	0	1	0	0	0	0	0	0	0	0	0	0
GRAMD1B	0	1	0	0	0	0	0	0	0	0	0	0
5033430I15RIK	0	1	0	0	0	0	0	0	0	0	0	0
CBX4	0	1	0	0	0	0	0	0	0	0	0	0
CLIC4	0	1	0	0	0	0	0	0	0	0	0	0
POLR1B	0	1	0	0	0	0	0	0	0	0	0	0
IPPK	0	1	0	0	0	0	0	0	0	0	0	0
ABCB9	0	1	0	0	0	0	0	0	0	0	0	0
CD28	0	1	0	0	0	0	0	0	0	0	0	0
VIMP	0	1	0	0	0	0	0	0	0	0	0	0
RPL28	0	1	0	0	0	0	0	0	0	0	0	0
UBE2O	0	1	0	0	0	0	0	0	0	0	0	0
ILDR1	0	1	0	0	0	0	0	0	0	0	0	0
NABP1	0	1	0	0	0	0	0	0	0	0	0	0
4933421O10RIK	0	1	0	0	0	0	0	0	0	0	0	0
ODC1	0	1	0	0	0	0	0	0	0	0	0	0
MAPK11	0	1	0	0	0	0	0	0	0	0	0	0
NAB1	0	1	0	0	0	0	0	0	0	0	0	0
PDIA6	0	1	0	0	0	0	0	0	0	0	0	0
C330006A16RIK	0	1	0	0	0	0	0	0	0	0	0	0
FAM46C	0	1	0	0	0	0	0	0	0	0	0	0
5031425E22RIK	0	1	0	0	0	0	0	0	0	0	0	0
MARS2	0	1	0	0	0	0	0	0	0	0	0	0
IFRD2	0	1	0	0	0	0	0	0	0	0	0	0
PYCR2	0	1	0	0	0	0	0	0	0	0	0	0
FKBP11	0	1	0	0	0	0	0	0	0	0	0	0
ZBTB32	0	1	0	0	0	0	0	0	0	0	0	0
MRPS18B	0	1	0	0	0	0	0	0	0	0	0	0
CISD3	0	1	0	0	0	0	0	0	0	0	0	0
BC064078	0	1	0	0	0	0	0	0	0	0	0	0
ALPL	0	1	0	0	0	0	0	0	0	0	0	0
HOPX	0	1	0	0	0	0	0	0	0	0	0	0
KLF3	0	1	0	0	0	0	0	0	0	0	0	0
SEC24D	0	1	0	0	0	0	0	0	0	0	0	0
POLR2L	0	1	0	0	0	0	0	0	0	0	0	0
A930015D03RIK	0	1	0	0	0	0	0	0	0	0	0	0
SOX4	0	1	0	0	0	0	0	0	0	0	0	0
TSPAN3	0	1	0	0	0	0	0	0	0	0	0	0
THYN1	0	1	0	0	0	0	0	0	0	0	0	0
E330009J07RIK	0	1	0	0	0	0	0	0	0	0	0	0
RAP1GAP2	0	1	0	0	0	0	0	0	0	0	0	0
LY6I	0	1	0	0	0	0	0	0	0	0	0	0
ETS2	0	1	0	0	0	0	0	0	0	0	0	0
PRRG4	0	1	0	0	0	0	0	0	0	0	0	0
DCUN1D3	0	1	0	0	0	0	0	0	0	0	0	0
CDR2	0	1	0	0	0	0	0	0	0	0	0	0
TIGIT	0	1	0	0	0	0	0	0	0	0	0	0
STOM	0	1	0	0	0	0	0	0	0	0	0	0
YDJC	0	1	0	0	0	0	0	0	0	0	0	0
INPP1	0	1	0	0	0	0	0	0	0	0	0	0
CPM	0	1	0	0	0	0	0	0	0	0	0	0
TMEM214	0	1	0	0	0	0	0	0	0	0	0	0
GSTT2	0	1	0	0	0	0	0	0	0	0	0	0
IPMK	0	1	0	0	0	0	0	0	0	0	0	0
SFN	0	1	0	0	0	0	0	0	0	0	0	0
THOP1	0	1	0	0	0	0	0	0	0	0	0	0
PUS7L	0	1	0	0	0	0	0	0	0	0	0	0
MYLPF	0	1	0	0	0	0	0	0	0	0	0	0
CPT2	0	1	0	0	0	0	0	0	0	0	0	0
CREB3L2	0	1	0	0	0	0	0	0	0	0	0	0
PRDX3	0	1	0	0	0	0	0	0	0	0	0	0
CMAH	0	1	0	0	0	0	0	0	0	0	0	0
DEB1	0	1	0	0	0	0	0	0	0	0	0	0
PEX2	0	1	0	0	0	0	0	0	0	0	0	0
DDIT4	0	1	0	0	0	0	0	0	0	0	0	0
SERINC5	0	1	0	0	0	0	0	0	0	0	0	0
MGAT2	0	1	0	0	0	0	0	0	0	0	0	0
NTMT1	0	1	0	0	0	0	0	0	0	0	0	0
FPGS	0	1	0	0	0	0	0	0	0	0	0	0
TIMM10	0	1	0	0	0	0	0	0	0	0	0	0
H2-Q4	0	1	0	0	0	0	0	0	0	0	0	0
PREB	0	1	0	0	0	0	0	0	0	0	0	0
IL1R2	0	1	0	0	0	0	0	0	0	0	0	0
SDC1	0	1	0	0	0	0	0	0	0	0	0	0
GDPD3	0	1	0	0	0	0	0	0	0	0	0	0
TDG	0	1	0	0	0	0	0	0	0	0	0	0
MRPS5	0	1	0	0	0	0	0	0	0	0	0	0
CEP76	0	1	0	0	0	0	0	0	0	0	0	0
NGLY1	0	1	0	0	0	0	0	0	0	0	0	0
TMCC1	0	1	0	0	0	0	0	0	0	0	0	0
FAM185A	0	1	0	0	0	0	0	0	0	0	0	0
HIF1A	0	1	0	0	0	0	0	0	0	0	0	0
LARP1B	0	1	0	0	0	0	0	0	0	0	0	0
TUSC1	0	1	0	0	0	0	0	0	0	0	0	0
ROM1	0	1	0	0	0	0	0	0	0	0	0	0
H13	0	1	0	0	0	0	0	0	0	0	0	0
GM17296	0	1	0	0	0	0	0	0	0	0	0	0
ZFP593	0	1	0	0	0	0	0	0	0	0	0	0
CDC34	0	1	0	0	0	0	0	0	0	0	0	0
PTP4A1	0	1	0	0	0	0	0	0	0	0	0	0
HSD11B1	0	1	0	0	0	0	0	0	0	0	0	0
PYGM	0	1	0	0	0	0	0	0	0	0	0	0
PPA1	0	1	0	0	0	0	0	0	0	0	0	0
ATP1B3	0	1	0	0	0	0	0	0	0	0	0	0
SCML4	0	1	0	0	0	0	0	0	0	0	0	0
GARS	0	1	0	0	0	0	0	0	0	0	0	0
SLC16A10	0	1	0	0	0	0	0	0	0	0	0	0
AMZ1	0	1	0	0	0	0	0	0	0	0	0	0
CIPC	0	1	0	0	0	0	0	0	0	0	0	0
SERF1	0	1	0	0	0	0	0	0	0	0	0	0
DDT	0	1	0	0	0	0	0	0	0	0	0	0
SIDT1	0	1	0	0	0	0	0	0	0	0	0	0
NDUFAB1	0	1	0	0	0	0	0	0	0	0	0	0
TMEM39A	0	1	0	0	0	0	0	0	0	0	0	0
MRPL38	0	1	0	0	0	0	0	0	0	0	0	0
LAX1	0	1	0	0	0	0	0	0	0	0	0	0
FITM2	0	1	0	0	0	0	0	0	0	0	0	0
GM5547	0	1	0	0	0	0	0	0	0	0	0	0
HYOU1	0	1	0	0	0	0	0	0	0	0	0	0
EIF1A	0	1	0	0	0	0	0	0	0	0	0	0
DNMT3B	0	1	0	0	0	0	0	0	0	0	0	0
CISD3B	0	1	0	0	0	0	0	0	0	0	0	0
ERO1L	0	1	0	0	0	0	0	0	0	0	0	0
GM19627	0	1	0	0	0	0	0	0	0	0	0	0
FOCAD	0	1	0	0	0	0	0	0	0	0	0	0
GM4963	0	1	0	0	0	0	0	0	0	0	0	0
NEK6	0	1	0	0	0	0	0	0	0	0	0	0
SLC17A9	0	1	0	0	0	0	0	0	0	0	0	0
PHYKPL	0	1	0	0	0	0	0	0	0	0	0	0
ZFP428	0	1	0	0	0	0	0	0	0	0	0	0
ITGA6	0	1	0	0	0	0	0	0	0	0	0	0
SMCO4	0	1	0	0	0	0	0	0	0	0	0	0
ZCCHC10	0	1	0	0	0	0	0	0	0	0	0	0
NUDCD2	0	1	0	0	0	0	0	0	0	0	0	0
RCN1	0	1	0	0	0	0	0	0	0	0	0	0
KLF9	0	1	0	0	0	0	0	0	0	0	0	0
FBXO30	0	1	0	0	0	0	0	0	0	0	0	0
GLO1	0	1	0	0	0	0	0	0	0	0	0	0
SSBP3	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R14B	0	1	0	0	0	0	0	0	0	0	0	0
SPTY2D1	0	1	0	0	0	0	0	0	0	0	0	0
QTRT1	0	1	0	0	0	0	0	0	0	0	0	0
GM19585	0	1	0	0	0	0	0	0	0	0	0	0
GLRX	0	1	0	0	0	0	0	0	0	0	0	0
RPS15A-PS8	0	1	0	0	0	0	0	0	0	0	0	0
PEO1	0	1	0	0	0	0	0	0	0	0	0	0
THA1	0	1	0	0	0	0	0	0	0	0	0	0
RPS27L	0	1	0	0	0	0	0	0	0	0	0	0
SPSB1	0	1	0	0	0	0	0	0	0	0	0	0
ALG5	0	1	0	0	0	0	0	0	0	0	0	0
TNFRSF26	0	1	0	0	0	0	0	0	0	0	0	0
ABCB6	0	1	0	0	0	0	0	0	0	0	0	0
IMPDH1	0	1	0	0	0	0	0	0	0	0	0	0
MXD1	0	1	0	0	0	0	0	0	0	0	0	0
NFXL1	0	1	0	0	0	0	0	0	0	0	0	0
NUDT4	0	1	0	0	0	0	0	0	0	0	0	0
KLF13	0	1	0	0	0	0	0	0	0	0	0	0
TSPAN4	0	1	0	0	0	0	0	0	0	0	0	0
NLE1	0	1	0	0	0	0	0	0	0	0	0	0
GM6139	0	1	0	0	0	0	0	0	0	0	0	0
BSPRY	0	1	0	0	0	0	0	0	0	0	0	0
GM3934	0	1	0	0	0	0	0	0	0	0	0	0
SEC24A	0	1	0	0	0	0	0	0	0	0	0	0
USP28	0	1	0	0	0	0	0	0	0	0	0	0
ERCC6L2	0	1	0	0	0	0	0	0	0	0	0	0
EDEM3	0	1	0	0	0	0	0	0	0	0	0	0
SATB1	0	1	0	0	0	0	0	0	0	0	0	0
SLC19A2	0	1	0	0	0	0	0	0	0	0	0	0
CKAP4	0	1	0	0	0	0	0	0	0	0	0	0
DERL3	0	1	0	0	0	0	0	0	0	0	0	0
GM20568	0	1	0	0	0	0	0	0	0	0	0	0
SERPINB1A	0	1	0	0	0	0	0	0	0	0	0	0
ATP8B2	0	1	0	0	0	0	0	0	0	0	0	0
SLFN1	0	1	0	0	0	0	0	0	0	0	0	0
LDLRAD4	0	1	0	0	0	0	0	0	0	0	0	0
TMEM237	0	1	0	0	0	0	0	0	0	0	0	0
AIM1L	0	1	0	0	0	0	0	0	0	0	0	0
GM10374	0	1	0	0	0	0	0	0	0	0	0	0
GM17669	0	1	0	0	0	0	0	0	0	0	0	0
DNAJC3	0	1	0	0	0	0	0	0	0	0	0	0
CDPF1	0	1	0	0	0	0	0	0	0	0	0	0
PFN2	0	1	0	0	0	0	0	0	0	0	0	0
CHCHD7	0	1	0	0	0	0	0	0	0	0	0	0
NME6	0	1	0	0	0	0	0	0	0	0	0	0
MORF4L2	0	1	0	0	0	0	0	0	0	0	0	0
A130040M12RIK	0	1	0	0	0	0	0	0	0	0	0	0
STX11	0	1	0	0	0	0	0	0	0	0	0	0
KCNC3	0	1	0	0	0	0	0	0	0	0	0	0
KBTBD11	0	1	0	0	0	0	0	0	0	0	0	0
0610011F06RIK	0	1	0	0	0	0	0	0	0	0	0	0
GM13777	0	1	0	0	0	0	0	0	0	0	0	0
MTMR10	0	1	0	0	0	0	0	0	0	0	0	0
TXNDC5	0	1	0	0	0	0	0	0	0	0	0	0
FAM118A	0	1	0	0	0	0	0	0	0	0	0	0
BHLHA15	0	1	0	0	0	0	0	0	0	0	0	0
ADA	0	1	0	0	0	0	0	0	0	0	0	0
ALKBH4	0	1	0	0	0	0	0	0	0	0	0	0
BATF	0	1	0	0	0	0	0	0	0	0	0	0
PHLPP1	0	1	0	0	0	0	0	0	0	0	0	0
RBKS	0	1	0	0	0	0	0	0	0	0	0	0
HSPA13	0	1	0	0	0	0	0	0	0	0	0	0
MYD88	0	1	0	0	0	0	0	0	0	0	0	0
PML	0	1	0	0	0	0	0	0	0	0	0	0
SPCS2-PS	0	1	0	0	0	0	0	0	0	0	0	0
GM15484	0	1	0	0	0	0	0	0	0	0	0	0
SLC7A5	0	1	0	0	0	0	0	0	0	0	0	0
CAD	0	1	0	0	0	0	0	0	0	0	0	0
AU020206	0	1	0	0	0	0	0	0	0	0	0	0
RPS15A-PS6	0	1	0	0	0	0	0	0	0	0	0	0
FNDC3A	0	1	0	0	0	0	0	0	0	0	0	0
1110008F13RIK	0	1	0	0	0	0	0	0	0	0	0	0
SRPRB	0	1	0	0	0	0	0	0	0	0	0	0
SLC25A33	0	1	0	0	0	0	0	0	0	0	0	0
ADAP1	0	1	0	0	0	0	0	0	0	0	0	0
ITM2A	0	1	0	0	0	0	0	0	0	0	0	0
CAPN5	0	1	0	0	0	0	0	0	0	0	0	0
SSSCA1	0	1	0	0	0	0	0	0	0	0	0	0
KLC1	0	1	0	0	0	0	0	0	0	0	0	0
GSTO1	0	1	0	0	0	0	0	0	0	0	0	0
ENPP1	0	1	0	0	0	0	0	0	0	0	0	0
RNMTL1	0	1	0	0	0	0	0	0	0	0	0	0
CAPN10	0	1	0	0	0	0	0	0	0	0	0	0
CISD1	0	1	0	0	0	0	0	0	0	0	0	0
TJP2	0	1	0	0	0	0	0	0	0	0	0	0
RNF149	0	1	0	0	0	0	0	0	0	0	0	0
SPCS2	0	1	0	0	0	0	0	0	0	0	0	0
TXNRD3	0	1	0	0	0	0	0	0	0	0	0	0
CNP	0	1	0	0	0	0	0	0	0	0	0	0
TIMM21	0	1	0	0	0	0	0	0	0	0	0	0
ELL2	0	1	0	0	0	0	0	0	0	0	0	0
KCNK5	0	1	0	0	0	0	0	0	0	0	0	0
LIG3	0	1	0	0	0	0	0	0	0	0	0	0
KCNN4	0	1	0	0	0	0	0	0	0	0	0	0
PRMT7	0	1	0	0	0	0	0	0	0	0	0	0
ATP5G1	0	1	0	0	0	0	0	0	0	0	0	0
BET1	0	1	0	0	0	0	0	0	0	0	0	0
JOSD2	0	1	0	0	0	0	0	0	0	0	0	0
GPR15	0	1	0	0	0	0	0	0	0	0	0	0
OSBPL5	0	1	0	0	0	0	0	0	0	0	0	0
SLC15A2	0	0	1	0	0	0	0	0	0	0	0	0
CD38	0	0	1	0	0	0	0	0	0	0	0	0
HTR7P1	0	0	1	0	0	0	0	0	0	0	0	0
TMEM156	0	0	1	0	0	0	0	0	0	0	0	0
MYO15B	0	0	1	0	0	0	0	0	0	0	0	0
MYLK-AS1	0	0	1	0	0	0	0	0	0	0	0	0
FSIP1	0	0	1	0	0	0	0	0	0	0	0	0
PLCXD2	0	0	1	0	0	0	0	0	0	0	0	0
GIPR	0	0	1	0	0	0	0	0	0	0	0	0
ZMIZ1-AS1	0	0	1	0	0	0	0	0	0	0	0	0
S100Z	0	0	1	0	0	0	0	0	0	0	0	0
HBP1	0	0	1	0	0	0	0	0	0	0	0	0
RGPD2	0	0	1	0	0	0	0	0	0	0	0	0
RP11-586D19.2	0	0	1	0	0	0	0	0	0	0	0	0
EMR2	0	0	1	0	0	0	0	0	0	0	0	0
RP11-10K16.1	0	0	1	0	0	0	0	0	0	0	0	0
LINC01021	0	0	1	0	0	0	0	0	0	0	0	0
LCN9	0	0	1	0	0	0	0	0	0	0	0	0
CALCOCO2	0	0	1	0	0	0	0	0	0	0	0	0
IL18RAP	0	0	1	0	0	0	0	0	0	0	0	0
AC009506.1	0	0	1	0	0	0	0	0	0	0	0	0
UCP2	0	0	1	0	0	0	0	0	0	0	0	0
ZNF165	0	0	1	0	0	0	0	0	0	0	0	0
RP11-173A16.2	0	0	1	0	0	0	0	0	0	0	0	0
RP1-32B1.4	0	0	1	0	0	0	0	0	0	0	0	0
GPR97	0	0	1	0	0	0	0	0	0	0	0	0
LHX4	0	0	1	0	0	0	0	0	0	0	0	0
RASGEF1B	0	0	1	0	0	0	0	0	0	0	0	0
CYSLTR1	0	0	1	0	0	0	0	0	0	0	0	0
MYT1L	0	0	1	0	0	0	0	0	0	0	0	0
GUCY1B2	0	0	1	0	0	0	0	0	0	0	0	0
AC079610.1	0	0	1	0	0	0	0	0	0	0	0	0
RP11-38J22.6	0	0	1	0	0	0	0	0	0	0	0	0
BTBD11	0	0	1	0	0	0	0	0	0	0	0	0
HERC2P9	0	0	1	0	0	0	0	0	0	0	0	0
GAL3ST4	0	0	1	0	0	0	0	0	0	0	0	0
GPR56	0	0	1	0	0	0	0	0	0	0	0	0
RP11-551L14.1	0	0	1	0	0	0	0	0	0	0	0	0
C16orf93	0	0	1	0	0	0	0	0	0	0	0	0
RP11-212I21.4	0	0	1	0	0	0	0	0	0	0	0	0
RP11-713P17.3	0	0	1	0	0	0	0	0	0	0	0	0
RP3-388E23.2	0	0	1	0	0	0	0	0	0	0	0	0
RP4-694B14.5	0	0	1	0	0	0	0	0	0	0	0	0
RP11-157N3.1	0	0	1	0	0	0	0	0	0	0	0	0
HMGB3P32	0	0	1	0	0	0	0	0	0	0	0	0
PDE1B	0	0	1	0	0	0	0	0	0	0	0	0
ADAM2	0	0	1	0	0	0	0	0	0	0	0	0
RGL4	0	0	1	0	0	0	0	0	0	0	0	0
RP11-16C1.2	0	0	1	0	0	0	0	0	0	0	0	0
FAM13A-AS1	0	0	1	0	0	0	0	0	0	0	0	0
ARL11	0	0	1	0	0	0	0	0	0	0	0	0
RP11-369G6.2	0	0	1	0	0	0	0	0	0	0	0	0
NLRP6	0	0	1	0	0	0	0	0	0	0	0	0
RP11-4M23.2	0	0	1	0	0	0	0	0	0	0	0	0
AC009133.17	0	0	1	0	0	0	0	0	0	0	0	0
CXCR2	0	0	1	0	0	0	0	0	0	0	0	0
IDNK	0	0	1	0	0	0	0	0	0	0	0	0
RP3-460G2.2	0	0	1	0	0	0	0	0	0	0	0	0
